856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821419$zConnect to this resource:
830	\0	$aClassical and contemporary social theory.
907	\\	$a.b17723930$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h4$i0
910	\\	$aMARS
		
LDR		03560nam  2200493 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		131122t20142014vtuabd\\ob\\\\001\0\eng|d
020	\\	$z9781409445913 (hardback : alk. paper)
020	\\	$a9781409445920 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aHD30.2$b.H83 2014eb
082	04	$a338.9/26$223
245	00	$aHub cities in the knowledge economy :$bseaports, airports, brainports /$cedited by Sven Conventz [and three others].
264	\1	$aBurlington :$bAshgate Pub.,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (285 pages) :$billustrations, maps.
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aTransport and mobility series
504	\\	$aIncludes bibliographical references and index.
505	0\	$aIntroduction: knowledge hubs : infrastructure and the knowledge economy in city-regions / Ben Derudder, Sven Conventz, Alain Thierstein & Frank Witlox -- Knowledge flows and physical connectivity in the global economy : an exploration of the related geographies of producer services and air passenger markets / Ben Derudder, Elien Van De Vijver, Frank Witlox -- Knowledge hubs : poles of physical accessibility and non-physical connectivity / Michael Bentlage, Alain Thierstein, Stefan L{uml}uthi -- Knowledge hubs in the polycentric German urban system : between concentration processes and conurbation dynamics / Anna Growe -- Hub-airports as cities of intersections : the redefined role of hub-airports within the knowledge economy context / Sven Conventz, Alain Thierstein -- European port cities : embodiments of interaction : knowledge and freight flow as catalysts of spatial development / Anne Wiese, Alain Thierstein -- Hub cities in the evolving internet / Edward J. Malecki -- Urban and regional analysis and the digital revolution : challenges and opportunities / Emmanouil Tranos, Peter Nijkamp -- Mediating the city : the role of planned media cities in geographies the creative industry activity / Oli Mould -- Agglomeration and knowledge in european regional growth / Teodora Dogaru, Frank van Oort, Dario Diodato, Mark Thissen -- Types of hub cities and their effects on urban creative economies / Zachary P. Neal -- Capital cities as knowledge hubs : the economic geography of homeland security contracting / Heike Mayer, Margaret Cowell.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aKnowledge management.
650	\0	$aKnowledge economy.
650	\0	$aInformation technology.
650	\0	$aCities and towns.
650	\0	$aRegional economics.
655	\0	$aElectronic books.
700	1\	$aConventz, Sven.
776	08	$iPrint version:$tHub cities in the knowledge economy : seaports, airports, brainports.$dBurlington : Ashgate Pub., [2014]$hxv, 268 pages$kTransport and mobility series$z9781409445913$w(DLC)  2013023976
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821420$zConnect to this resource:
830	\0	$aTransport and mobility series.
907	\\	$a.b17723942$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h0$i0
910	\\	$aMARS
		
LDR		02268nam  2200469 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130513t20142014vtuab\\\ob\\\\001\0\eng|d
020	\\	$z9780754655541 (hardcover : alk. paper)
020	\\	$a9781472422514 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
043	\\	$af-tz---
049	\\	$aPALS-EBRARY
050	14	$aML3503.T347$bZ365 2014eb
082	04	$a782.4216/3096781$223
100	1\	$aTopp Fargion, Janet,$d1963-
245	10	$aTaarab music in Zanzibar in the twentieth century :$ba story of 'old is gold' and flying spirits /$cJanet Topp Fargion.
264	\1	$aBurlington, VT :$bAshgate,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (250 pages) :$billustrations, map.
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aSOAS musicology series
504	\\	$aIncludes bibliographical references and index.
505	0\	$aApproaches and people -- Meanings and boundaries -- Orchestral taarab : old is gold -- Kidumbak -- Women's taarab -- Women as drivers of change -- The professionalization of the taarab music complex -- Women at the centre of a music complex.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aTaarab (Music)$zTanzania$zZanzibar$xHistory and criticism.
650	\0	$aWomen musicians$zTanzania$zZanzibar.
655	\0	$aElectronic books.
776	08	$iPrint version:$aTopp Fargion, Janet.$tTaarab music in Zanzibar in the twentieth century : a story of 'old is gold' and flying spirits.$dBurlington, VT : Ashgate, [2014]$h237 pages$kSOAS musicology series$z9780754655541$w(DLC)  2013019346
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821421$zConnect to this resource:
830	\0	$aSOAS musicology series.
907	\\	$a.b17723954$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h0$i0
910	\\	$aMARS
		
LDR		02312nam  2200505 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130917t20142014enkae\\\ob\\\\001\0deng|d
020	\\	$z9781409469223 (hardcover : alk. paper)
020	\\	$a9781409469230 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
043	\\	$ae-uk---
049	\\	$aPALS-EBRARY
050	14	$aPR4891.L65$bZ62 2014eb
082	04	$a823/.7$223
100	1\	$aDewis, Sarah.
245	14	$aThe Loudons and the gardening press :$ba Victorian cultural industry /$cSarah Dewis.
264	\1	$aFarnham, Surry, England ;$aBurlington, VT :$bAshgate,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (295 pages) :$billustrations, plans.
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aThe nineteenth century series
504	\\	$aIncludes bibliographical references and index.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
600	10	$aLoudon,$cMrs.$q(Jane),$d1807-1858$xCriticism and interpretation.
600	10	$aLoudon, J. C.$q(John Claudius),$d1783-1843$xCriticism and interpretation.
650	\0	$aLiterature and society$zGreat Britain$xHistory$y19th century.
650	\0	$aGardens$zGreat Britain$xHistory$y19th century.
650	\0	$aHorticulture$zGreat Britain$xHistory$y19th century.
650	\0	$aPublishers and publishing$zGreat Britain$xHistory$y19th century.
655	\0	$aElectronic books.
776	08	$iPrint version:$aDewis, Sarah.$tLoudons and the gardening press : a Victorian cultural industry.$dFarnham, Surry, England : Ashgate, [2014]$hxvi, 278 pages$kThe Nineteenth century series$z9781409469223$w(DLC)17889358
830	\0	$aNineteenth century (Aldershot, England)
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821422$zConnect to this resource:
907	\\	$a.b17723966$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h4$i0
910	\\	$aMARS
		
LDR		01738nam  2200433 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130805t20142014vtu\\\\\ob\\\\001\0deng|d
020	\\	$z9781472410870 (hardcover : alk. paper)
020	\\	$a9781472410887 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aBR100$b.S39 2014eb
082	04	$a230$223
100	1\	$aShanks, Andrew,$d1954-
245	12	$aA neo-Hegelian theology :$bthe God of greatest hospitality /$cAndrew Shanks.
264	\1	$aBurlington :$bAshgate,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (158 pages)
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
504	\\	$aIncludes bibliographical references and index.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
600	10	$aHegel, Georg Wilhelm Friedrich,$d1770-1831.
650	\0	$aPhilosophy and religion.
650	\0	$aTrinity.
655	\0	$aElectronic books.
776	08	$iPrint version:$aShanks, Andrew.$tNeo-hegelian theology : the God of greatest hospitality.$dBurlington : Ashgate, [2014]$h151 pages$z9781472410870$w(DLC)  2013020867
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821423$zConnect to this resource:
907	\\	$a.b17723978$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h2$i0
910	\\	$aMARS
		
LDR		01863nam  2200457 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130711t20142014enkabd\\ob\\\\001\0\eng|d
020	\\	$z9781409469315 (hardback : alk. paper)
020	\\	$a9781409469322 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aH61.25$b.N49 2014eb
082	04	$a300.1/1$223
245	00	$aNew pathways in microsimulation /$cedited by Gijs Dekkers, Marcia Keegan, Cathal O'Donoghue.
264	\1	$aFarnham, Surrey :$bAshgate Publishing Limited,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (344 pages) :$billustrations, maps
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
504	\\	$aIncludes bibliographical references and index.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aSocial sciences$xSimulation methods.
650	\0	$aEconomics$xSimulation methods.
650	\0	$aEconometric models.
655	\0	$aElectronic books.
700	1\	$aKeegan, Marcia.
700	1\	$aO'Donoghue, Cathal.
700	1\	$aDekkers, Gijs.
776	08	$iPrint version:$tNew pathways in microsimulation.$dFarnham, Surrey : Ashgate Publishing Limited, [2014]$hxvi, 327 pages$z9781409469315$w(DLC)  2013025917
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821425$zConnect to this resource:
907	\\	$a.b1772398x$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h0$i0
910	\\	$aMARS
		
LDR		02327nam  2200445 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130708t20142014vtua\\\\ob\\\\001\0\eng|d
020	\\	$z9781472416049 (hardback)
020	\\	$a9781472416056 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aHF5415.13$b.H97 2014eb
082	04	$a658.8/02$223
100	1\	$aHyslop, Maitland.
245	10	$aObstructive marketing :$brestricting distribution of products and services in the age of asymmetric warfare /$cMaitland Hyslop.
264	\1	$aBurlington :$bGower,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (362 pages) :$billustrations
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
504	\\	$aIncludes bibliographical references and index.
505	0\	$aList of figures -- List of tables -- Acknowledgement -- Preface -- Introduction and definition -- "Obstructive marketing" : origins -- "Obstructive marketing" challenges -- Context -- Risk and dependency -- Asymmetric warfare -- The effect of the capital markets and sovereign wealth funds -- "Obstructive marketing" and asymmetric warfare : asymmetric obstructive marketing -- Protecting against "obstructive marketing" -- Summary -- The future -- Appendix a -- Bibliography -- Index.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aMarketing$xManagement.
650	\0	$aStrategic planning.
650	\0	$aEquality.
655	\0	$aElectronic books.
776	08	$iPrint version:$aHyslop, Maitland.$tObstructive marketing : restricting distribution of products and services in the age of asymmetric warfare.$dBurlington : Gower, [2014]$hxiv, 345 pages$z9781472416049$w(DLC)  2013026260
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821426$zConnect to this resource:
907	\\	$a.b17723991$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h0$i0
910	\\	$aMARS
		
LDR		03408nam  2200565 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130523t20142014enkag\\\ob\\\\001\0deng|d
020	\\	$z9781409400646 (hardcover : alk. paper)
020	\\	$a9781472423559 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
043	\\	$ae-fr---
049	\\	$aPALS-EBRARY
050	14	$aML724$b.P47 2014eb
082	04	$a786.2/1560944$223
245	00	$aPerspectives on the performance of French piano music /$cedited by Scott McCarrey and Leslie A. Wright.
264	\1	$aFarnham, Surrey, England ;$aBurlington, VT :$bAshgate,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (235 pages) :$billustrations, music
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
504	\\	$aIncludes bibliographical references and index.
505	0\	$aInside rather than under the composer's skin : another tilt at being authentic / Roy Howat -- Messiaen as pianist : a romantic in a modernist world / Christopher Dingle -- The genesis of Messiaen's Catalogue d'oiseaux / Peter Hill -- A link to the French pianistic tradition : the teaching of Paul Doguereau / David Korevaar -- Style, performance practice, and reception in the Prelude, Chorale and Fugue : placing and performing C{acute}esar Franck / Richard Langham Smith -- Players and pianos : an overview of early recorded resources for the French piano repertoire / Christopher Dingle -- Florent Schmitt and Maurice Ravel : measured time from the turn of the century / Scott McCarrey -- Messiaen to Murail, or, what sounds become / Marilyn Nonken.
505	0\	$apart I. How composers communicate -- part II. Teachers as the conduit to the composer's intent -- part III. Historical resources -- part IV. Using analysis for informed performances : pianists' views.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
600	10	$aMessiaen, Olivier,$d1908-1992$xCriticism and interpretation.
600	10	$aMessiaen, Olivier,$d1908-1992.$tCatalogue d'oiseaux.
600	10	$aDoguereau, Paul.
600	10	$aFranck, C{acute}esar,$d1822-1890.$tPr{acute}elude, choral et fugue,$mpiano.
600	10	$aSchmitt, Florent,$d1870-1958$xCriticism and interpretation.
600	10	$aRavel, Maurice,$d1875-1937$xCriticism and interpretation.
600	10	$aMurail, Tristan$xCriticism and interpretation.
650	\0	$aPiano music$zFrance$xHistory and criticism.
650	\0	$aPiano music$xInterpretation (Phrasing, dynamics, etc.)
650	\0	$aPiano music$zFrance$xAnalysis, appreciation.
655	\0	$aElectronic books.
700	1\	$aMcCarrey, Scott.
700	1\	$aWright, Lesley Alison.
776	08	$iPrint version:$tPerspectives on the performance of French piano music.$dFarnham, Surrey, England : Ashgate, [2014]$hxxiv, 210 pages$z9781409400646$w(DLC)  2013021098
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821427$zConnect to this resource:
907	\\	$a.b17724004$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h0$i0
910	\\	$aMARS
		
LDR		02009nam  2200445 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130805t20142014enkabd\\ob\\\\001\0\eng|d
020	\\	$z9781409450511 (hardback : alk. paper)
020	\\	$a9781409450528 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aGF41$b.W38 2014eb
082	04	$a910.9162$223
245	00	$aWater worlds :$bhuman geographies of the ocean /$cedited by Jon Anderson and Kimberley Peters.
264	\1	$aFarnham, Surrey, England ;$aBurlington, VT :$bAshgate Pub.,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (215 pages) :$billustrations, maps
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
504	\\	$aIncludes bibliographical references and index.
505	0\	$apart I. Ocean knowledges : understanding the water world -- part II. Ocean experiences : embodied performances, practices and emotions -- part III. Ocean natures : mobilities and more-than-human concerns.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aHuman geography.
650	\0	$aOceanography.
655	\0	$aElectronic books.
700	1\	$aAnderson, Jon,$d1973-
700	1\	$aPeters, Kimberley.
776	08	$iPrint version:$tWater worlds : human geographies of the ocean.$dFarnham, Surrey, England : Ashgate Pub., [2014]$hxvii, 196 pages$z9781409450511$w(DLC)  2013031531
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821428$zConnect to this resource:
907	\\	$a.b17724016$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h0$i0
910	\\	$aMARS
		
LDR		02354nam  2200481 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130603t20142014vtu\\\\\ob\\\\001\0\eng|d
020	\\	$z9781409439301 (hardback : alk. paper)
020	\\	$a9781409439318 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aHF1359$b.H3445 2014eb
082	04	$a337.1$223
100	1\	$aHajnal, Peter I.,$d1936-
245	14	$aThe G20 :$bevolution, interrelationships, documentation /$cPeter I. Hajnal.
264	\1	$aBurlington :$bAshgate Pub.,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (328 pages).
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aGlobal finance series
504	\\	$aIncludes bibliographical references and index.
505	0\	$aPreface and acknowledgments -- Abbreviations and acronyms -- Introduction -- The origins of the G20 -- Members and invitees, summit meetings, agenda -- The evolving G20 system -- Relations with international governmental organizations -- Relations with the business sector -- Relations with civil society -- G8/G20 reform -- Monitoring and evaluating G20 performance -- G20 documentation -- Other sources of information -- Conclusion -- Bibliography -- Index.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
610	20	$aGroup of Twenty.
650	\0	$aInternational economic relations.
650	\0	$aEconomic policy.
650	\0	$aSummit meetings.
655	\0	$aElectronic books.
776	08	$iPrint version:$aHajnal, Peter I.$tG20 : evolution, interrelationships, documentation.$dBurlington : Ashgate Pub., [2014]$hxvi, 311 pages$kGlobal finance series$z9781409439301$w(DLC)  2013020860
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821429$zConnect to this resource:
830	\0	$aGlobal finance series.
907	\\	$a.b17724028$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h4$i0
910	\\	$aMARS
		
LDR		04983nam  2200505 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130715t20142014vtuad\\\ob\\\\001\0\eng|d
020	\\	$z9781409443100 (hardback : alk. paper)
020	\\	$a9781409443117 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
049	\\	$aPALS-EBRARY
050	14	$aHD7261$b.C74 2014eb
082	04	$a658.3/12$223
245	00	$aCreating healthy workplaces :$bstress reduction, improved well-being, and organizational effectiveness /$cedited by Caroline Biron, Ronald J. Burke and Cary L. Cooper.
264	\1	$aBurlington :$bGower Pub.,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (384 pages) :$billustrations.
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aPsychological and behavioral aspects of risk series
504	\\	$aIncludes bibliographical references and index.
505	0\	$aAcknowledgements -- About editors -- Notes on contributors -- Preface -- Improving individual and organizational health : implementing and learning from interventions / Ronald J. Burke -- Creating healthy workplaces : models and approaches -- Work and the dynamics of development : an integrated model / Antonella Delle Fave and Marta Bassi -- The who global approach to protecting and promoting health at work / Evelyn Kortum -- ACT : a third wave behavioural-cognitive approach to creating healthy workplaces / Julie M{acute}enard and Brent Beresford -- Work-life balance and physical health interventions -- Improving employee health and work-life balance: developing and validating a coaching-based able (achieving balance in life and employment) program / Arla Day, Lori Francis, Sonya Stevens, Joseph J. Hurrell, Jr. and Patrick McGrath -- A case study in the design, implementation, and evaluation of a worksite wellness program for reducing cardiovascular risks / Douglas W. Roblin, Brandi E. Robinson, Stacey A. Benjamin -- Effects of workplace-based physical exercise interventions on cost associated with sickness absence and on productivity / Ulrica von Thiele Schwarz; Henna Hasson and Petra Lindfors -- Services vouchers : tools to prevent stress and enhance wellbeing / Nathalie Renaudin -- Civility, engagement, and participation -- Civility, respect, and engagement in the workplace (CREW) : creating organizational environments that work for all / Katerine Osatuke, Maureen Cash, Linda Belton, and Sue R. Dyrenforth -- Crew as a work engagement intervention / Michael Leiter -- Participative climate as a key for creating healthy workplaces / Keiko Seki Sakakibara, Hirono Ishikawa, Yoshihiko Yamazaki -- Leadership interventions -- Transformational leadership training for managers{acute}a : effects on employee well-being / Kevin Kelloway & Meghan Donohoe -- How positive psychology and appreciative inquiry can help leaders create healthy workplaces / Sarah Lewis -- Implementing interventions -- Interventions to prevent mental health problems at work : facilitating and hindering factors / Jauvin N., Bourbonnais R., V{acute}ezina M., Brisson C. and Hegg-Deloye, S. -- Implementing an organizational intervention on quality of life at work : key elements and reflections / Caroline Biron, France St-Hilaire and Jean-Pierre Brun -- Merging occupational health, safety and health promotion with lean : an integrated systems approach (the leanhealth project) / Terese Stenfors-Hayes, Henna Hasson, Hanna Augustsson, Helena Hvitfeldt Forsberg, Ulrica von Thiele Schwarz -- Ehealth interventions for organizations - potential benefits and implementation challenges / Henna Hasson, Ulrica von Thiele Schwarz, Karin Villaume, Dan Hasson -- Concluding remarks / Caroline Biron.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aWork environment$xPsychological aspects.
650	\0	$aJob stress.
650	\0	$aIndustrial safety.
650	\0	$aOrganizational effectiveness.
655	\0	$aElectronic books.
700	1\	$aBiron, Caroline.
700	1\	$aBurke, Ronald J.
700	1\	$aCooper, Cary L.,$eeditor.
776	08	$iPrint version:$tCreating healthy workplaces : stress reduction, improved well-being, and organizational effectiveness.$dBurlington : Gower Pub., [2014]$hxxii, 356 pages$kPsychological and behavioral aspects of risk series$z9781409443100$w(DLC)  2013026261
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821430$zConnect to this resource:
830	\0	$aPsychological and behavioral aspects of risk series.
907	\\	$a.b1772403x$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$gvtu$h0$i0
910	\\	$aMARS
		
LDR		03022nam  2200505 i 4500
001		ocm00999999
003		OCoLC
005		20151122075113.0
006		m\\\\\o\\d\\\\\\\\
007		cr\cn|||||||||
008		130807t20142014enkb\\\\ob\\\\001\0\eng|d
020	\\	$z9781409439264 (hardcover : alk. paper)
020	\\	$a9781409439271 (e-book)
035	\\	$a(OCoLC)999999
040	\\	$aCaPaEBR$beng$erda$epn$cCaPaEBR
043	\\	$ae-gr---$aa-tu---
049	\\	$aPALS-EBRARY
050	14	$aDF611$b.C66 2014eb
082	04	$a949.5/04$223
245	00	$aContact and conflict in Frankish Greece and the Aegean, 1204-1453 :$bcrusade, religion and trade between Latins, Greeks and Turks /$cedited by Nikolaos G. Chrissis, Mike Carr.
264	\1	$aFarnham, Surrey, UK ;$aBurlington, VT :$bAshgate,$c[2014]
264	\4	$c{copy}2014
300	\\	$a1 online resource (253 pages) :$bmaps.
336	\\	$atext$btxt$2rdacontent
337	\\	$acomputer$bc$2rdamedia
338	\\	$aonline resource$bcr$2rdacarrier
490	1\	$aCrusades. Subsidia ;$v5
504	\\	$aIncludes bibliographical references and index.
505	0\	$aNew frontiers : Frankish Greece and the development of crusading in the early thirteenth century / Nikolaos Chrissis -- The Latin Empire and western contacts with Asia / Bernard Hamilton -- Golden athens : episcopal wealth and power in Greece at the time of the crusades / Teresa Shawcross -- Demetrius kydones' History of the crusades : reality or rhetoric? / Judith Ryder -- Trade or crusade? : the Zaccaria of Chios and crusades against the Turks / Mike Carr -- Sanudo, Turks, Greeks and Latins in the early fourteenth century / Peter Lock -- A Damascene eyewitness to the battle of Nicopolis : Shams al-Din ibn al-Jazari (d. 833/1429) / Ilker Evrim Bindas -- Bayezid I's foreign policy plans and priorities : power relations, statecraft, military conditions and diplomatic practice in Anatolia and the Balkans / Rhoads Murphey.
588	\\	$aDescription based on print version record.
590	\\	$aElectronic reproduction. Palo Alto, Calif. : ebrary, 2014. Available via World Wide Web. Access may be limited to ebrary affiliated libraries.
650	\0	$aCrusades$y13th-15th centuries.
651	\0	$aLatin Empire, 1204-1261.
651	\0	$aByzantine Empire$xHistory$y1081-1453.
651	\0	$aGreece$xHistory$y1261-1453.
655	\0	$aElectronic books.
700	1\	$aChrissis, Nikolaos G.
700	1\	$aCarr, Mike.
776	08	$iPrint version:$tContact and conflict in Frankish Greece and the Aegean, 1204-1453 : crusade, religion and trade between Latins, Greeks and Turks.$dFarnham, Surrey, UK : Ashgate, [2014]$hxix, 232 pages$kCrusades. Subsidia ; 5$z9781409439264$w(DLC)  2013023951
856	40	$uhttps://ezproxy.elon.edu/login?url=http://site.ebrary.com/lib/elon/Doc?id=10821431$zConnect to this resource:
830	\0	$aCrusades.$pSubsidia ;$v5.
907	\\	$a.b17724041$b04-24-15$c04-24-15
911	\\	$aRDA ENRICHED
998	\\	$a1bew$b04-24-15$cm$dz$e-$feng$genk$h0$i0
910	\\	$aMARS
		
